Description	Project	Lab	Assay	Data Type	Validation Dataset	Experimental Factor	Replicates	Treatment	Organism	Cell Line	Strain	Tissue	Stage/Treatment	Date Data Submitted	Release Date	Status	Submission ID	GEO/SRA IDs	GFF Files
seq-SDQ4526_SFC1_N2_MXemb	Lieb	Lieb	ChIP-seq	chromatin		Target=SFC-1;AbName=SDQ4526_SFC1	1		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2011-04-04	2011-08-30	released	3580	GSM713172	seq-SDQ4526_SFC1_N2_MXemb_2_A_EE9_KI035_macs14_peaks.gff, seq-SDQ4526_SFC1_N2_MXemb_catted_peaks.gff, seq-SDQ4526_SFC1_N2_MXemb_1_A_EE8_KI034_macs14_peaks.gff
seq-SDQ4663_RPC1_N2_MXemb	Lieb	Lieb	ChIP-seq	chromatin		Target=RPC-1;AbName=SDQ4663_RPC1	1		Caenorhabditis elegans		N2	whole organism	embryo: proliferating embryo	2011-04-04	2011-08-29	released	3581	GSM713174	seq-SDQ4663_RPC1_N2_MXemb_catted_peaks.gff, seq-SDQ4663_RPC1_N2_MXemb_1_A_EE8_macs14_peaks.gff, seq-SDQ4663_RPC1_N2_MXemb_2_A_EE9_KI031_macs14_peaks.gff
EE_N2_EE-2 alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: embryo	2011-05-12	2011-08-27	released	3629	SRR016669, SRR016670, SRR016671, SRR016672, SRR016673, SRR016682	
RNAseq - AF16_EE-2	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		AF16	whole organism	embryo: blastula embryo, gastrulating embryo	2011-07-20	2011-08-31	released	3726	SRR327138, SRR327139	
RNAseq - AF16_L2-1	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		AF16	whole organism	larva: L2 larva	2011-07-20	2011-09-01	released	3727	SRR149189	
RNAseq - AF16_YA-1	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		AF16	whole organism	larva: newly molted young adult hermaphrodite	2011-07-20		reviewing	3729	SRR327331, SRR327332	
RNAseq - C. elegans N2 hand picked 4 cell embryosDSN-Negative-Positive	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-07-20	2011-08-25	released	3733	SRR317082	
Validation of C. elegans novel miRNAs	Waterston	Slack	RTPCR		Y		NO REPLICATES FOUND		Caenorhabditis elegans		VC446	whole organism	larva: L4 larva, newly molted young adult hermaphrodite	2011-07-27	2011-08-26	released	3805		
C. elegans N2 Early Embryo (50hrs post L1, 0 minutes)	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-08-03	2011-08-28	released	3873	SRR332921, SRR332922	
C. elegans N2 Early Embryo (50hrs post L1, +30 minutes)	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-08-03	2011-08-29	released	3874	SRR332923, SRR332924	
C. elegans N2 Early Embryo (50hrs post L1, +60 minutes)	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-08-03	2011-08-29	released	3875	SRR316196, SRR317083	
C. elegans N2 Early Embryo (50hrs post L1, +90 minutes)	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-08-03	2011-08-29	released	3876	SRR332925, SRR332926	
C. elegans N2 Early Embryo (50hrs post L1, 120 minutes)	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	embryo: blastula embryo, gastrulating embryo	2011-08-03	2011-08-29	released	3877	SRR317082	
RNA-seq C. elegans N2 Young Adult sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	larva: newly molted young adult hermaphrodite	2011-08-16		reviewing	3878	SRR006514, SRR006515, SRR006516, SRR125481, SRR125482	
RNA-seq C. elegans N2 L4 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	larva: L4 larva	2011-08-16	2011-08-31	released	3879	SRR006517, SRR006518	
RNA-seq C. elegans N2 L3 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	larva: L3 larva	2011-08-16	2011-08-31	released	3880	SRR006519, SRR006520, SRR089405, SRR089406, SRR089407	
RNA-seq C. elegans N2 L2 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	larva: L2 larva	2011-08-16	2011-08-31	released	3881	SRR006511, SRR006512, SRR006513, SRR125337, SRR125338, SRR125339	
RNA-seq C. elegans N2 L1 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	larva: L1 larva	2011-08-16	2011-08-31	released	3882	SRR016679, SRR016680, SRR016681, SRR016683, SRR089821, SRR089822, SRR089823	
RNA-seq C. elegans N2 Late Embryo sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	embryo: elongating embryo, embryo, enclosing embryo, fully-elongated embryo, late cleavage stage embryo	2011-08-16	2011-08-31	released	3883	SRR016676, SRR016677, SRR016678, SRR016687, SRR124255, SRR124256, SRR125257	
RNA-seq C. elegans N2 Early Embryo sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	embryo: embryo	2011-08-16	2011-08-31	released	3884	SRR016669, SRR016670, SRR016671, SRR016672, SRR016673, SRR016682, SRR089784, SRR089785, SRR089786	
RNA-seq C. elegans spe-9 Adult sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		BA671	whole organism	adult: 7-10 days post-L4 adult hermaphrodite	2011-08-25	2011-08-29	released	3901	SRR023534, SRR023535, SRR023536, SRR023537	
RNA-seq C. elegans daf-2 Dauer sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		CB1370	whole organism	larva: dauer larva	2011-08-25	2011-08-30	released	3902	SRR027187, SRR027188	
RNA-seq C. elegans daf-2 Dauer Entry sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		CB1370	whole organism	larva: L2d-dauer molt	2011-08-25	2011-08-30	released	3903	SRR027187, SRR027188, SRR124275, SRR124276	
RNA-seq C. elegans daf-2 Dauer Exit sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		CB1370	whole organism	larva: post dauer stage	2011-08-25	2011-08-31	released	3904	SRR027191, SRR027192	
RNA-seq C. elegans him-8 Embryo sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		CB1489	whole organism	embryo: embryo	2011-08-25	2011-08-30	released	3905	SRR027904, SRR027905, SRR089797, SRR125491	
RNA-seq C. elegans N2 Adult Harposporium sp. 24hr exposure sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-08-25	2011-08-30	released	3906	SRR031113, SRR031114	
RNA-seq C. elegans N2 Adult Harposporium sp. E. coli control sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-08-25	2011-08-31	released	3907	SRR031115, SRR031116	
RNA-seq C. elegans JK1107 Soma L4 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		JK1107	whole organism	larva: L4 larva	2011-08-25	2011-09-01	released	3908	SRR031122, SRR031123, SRR089799	
RNA-seq C. elegans N2 L4 Male sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			2		Caenorhabditis elegans		N2	whole organism	larva: L4 larva male	2011-08-25	2011-08-29	released	3909	SRR016684, SRR016685, SRR016686, SRR124273, SRR124274	
RNA-seq C. elegans lin-35 L1 sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		MT10430	whole organism	larva: L1 larva	2011-08-25	2011-08-30	released	3910	SRR016688, SRR016689, SRR016690, SRR016691	
RNA-seq C. elegans N2 Adult S. macescens 24hr exposure sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-08-25	2011-08-29	released	3911	SRR031117, SRR031118, SRR031119	
RNA-seq C. elegans N2 Adult S. macescens E. coli control sequence & alignments	Waterston	Waterston	RNA-seq	RNA profiling			1		Caenorhabditis elegans		N2	whole organism	adult: adult	2011-08-25	2011-08-29	released	3912	SRR031120, SRR031121	
